id,ciudad,edad,genero,mes,ordenes,pago,usd
483,Monterrey,42,Female,mar 21,3,1,432
484,Monterrey,38,Female,mar 21,1,1,71
485,Monterrey,36,Male,mar 21,6,1,661
486,Puebla,34,Male,mar 21,4,1,367
487,Monterrey,36,Male,mar 21,4,1,461
488,Puebla,52,Male,mar 21,8,1,967
489,Monterrey,43,Male,mar 21,6,1,408
490,Puebla,27,Female,mar 21,5,0,583
491,Monterrey,48,Male,mar 21,3,1,273
492,Monterrey,27,Female,mar 21,4,1,422
493,Monterrey,44,Male,mar 21,3,1,60
494,Puebla,49,Male,mar 21,0,0,0
495,Monterrey,43,Male,mar 21,5,1,562
496,Monterrey,40,Female,mar 21,6,0,1080
497,Monterrey,37,Male,mar 21,1,1,102
498,Puebla,50,Male,mar 21,4,1,874
499,Monterrey,39,Male,mar 21,2,0,244
500,Puebla,42,Male,mar 21,8,1,2189
1,Guadalajara,33,Male,Apr 21,2,1,421
2,Guadalajara,23,Female,Apr 21,3,1,770
3,Monterrey,23,Female,Apr 21,1,1,107
4,Leon,24,Female,Apr 21,3,1,619
5,Puebla,46,Male,Apr 21,3,1,623
6,Guadalajara,35,Female,Apr 21,3,0,784
7,Guadalajara,36,Male,Apr 21,2,1,132
8,Guadalajara,63,Female,Apr 21,3,1,768
9,Puebla,53,Male,Apr 21,3,1,513
10,Guadalajara,41,Male,Apr 21,2,1,133
11,Leon,47,Male,Apr 21,2,1,66
12,Puebla,63,Female,Apr 21,1,1,74
13,Leon,43,Male,Apr 21,2,1,75
14,Puebla,38,Male,Apr 21,3,1,357
15,Guadalajara,43,Male,Apr 21,1,1,281
16,Guadalajara,53,Male,Apr 21,1,1,97
17,Monterrey,24,Female,Apr 21,3,1,240
18,Guadalajara,43,Male,Apr 21,1,1,275
19,Leon,47,Male,Apr 21,3,1,160
20,Guadalajara,42,Male,Apr 21,1,1,112
21,Monterrey,31,Female,Apr 21,1,0,110
22,Guadalajara,38,Male,Apr 21,2,1,534
23,Leon,35,Female,Apr 21,1,1,45
24,Guadalajara,64,Female,Apr 21,3,1,519
25,Leon,42,Male,Apr 21,2,1,47
26,Puebla,28,Female,Apr 21,3,1,377
27,Leon,35,Female,Apr 21,1,1,266
28,Monterrey,61,Female,Apr 21,1,1,21
29,Monterrey,39,Male,Apr 21,1,1,193
30,Guadalajara,32,Female,Apr 21,2,1,69
31,Guadalajara,40,Female,Apr 21,2,1,298
32,Guadalajara,42,Female,Apr 21,3,1,600
33,Guadalajara,49,Male,Apr 21,3,0,355
34,Leon,29,Female,Apr 21,3,1,249
35,Leon,38,Female,Apr 21,2,1,331
36,Monterrey,31,Female,Apr 21,1,1,160
37,Leon,62,Female,Apr 21,2,1,465
38,Monterrey,47,Male,Apr 21,1,1,146
39,Guadalajara,25,Male,Apr 21,3,1,645
40,Guadalajara,40,Male,Apr 21,1,1,284
41,Monterrey,27,Female,Apr 21,3,0,352
42,Leon,46,Male,Apr 21,1,1,172
43,Puebla,37,Female,Apr 21,3,1,168
44,Monterrey,41,Male,Apr 21,1,1,128
45,Monterrey,61,Female,Apr 21,1,1,234
46,Puebla,40,Female,Apr 21,1,1,148
47,Guadalajara,40,Male,Apr 21,1,1,253
48,Guadalajara,62,Female,Apr 21,1,0,266
49,Puebla,25,Female,Apr 21,2,1,36
50,Monterrey,49,Male,Apr 21,2,1,584
51,Leon,25,Female,Apr 21,1,1,264
52,Monterrey,28,Female,Apr 21,2,1,522
53,Guadalajara,25,Female,Apr 21,1,1,54
54,Guadalajara,33,Female,Apr 21,1,1,228
55,Leon,32,Male,Apr 21,1,1,45
56,Puebla,55,Male,Apr 21,3,1,473
57,Guadalajara,36,Female,Apr 21,1,1,273
58,Leon,42,Male,Apr 21,3,1,674
59,Monterrey,37,Male,Apr 21,3,1,763
60,Puebla,35,Male,Apr 21,3,1,184
61,Monterrey,36,Female,Apr 21,1,1,295
62,Leon,25,Female,Apr 21,2,1,148
63,Guadalajara,41,Male,Apr 21,1,1,31
64,Puebla,34,Female,Apr 21,2,1,224
65,Leon,65,Female,Apr 21,2,1,313
66,Leon,35,Male,Apr 21,3,1,530
67,Guadalajara,65,Female,Apr 21,2,1,393
68,Monterrey,34,Male,Apr 21,2,1,365
69,Monterrey,32,Male,Apr 21,3,1,760
70,Leon,25,Female,Apr 21,1,1,156
71,Leon,65,Female,Apr 21,2,1,44
72,Guadalajara,40,Male,Apr 21,2,1,102
73,Puebla,28,Female,Apr 21,1,1,256
74,Monterrey,29,Female,Apr 21,3,1,400
75,Monterrey,39,Male,Apr 21,3,1,69
76,Leon,39,Female,Apr 21,2,1,461
77,Guadalajara,37,Female,Apr 21,1,1,263
78,Monterrey,38,Male,Apr 21,3,1,550
79,Leon,37,Male,Apr 21,2,1,421
80,Puebla,39,Female,Apr 21,2,1,536
81,Puebla,20,Male,Apr 21,1,1,54
82,Monterrey,54,Male,Apr 21,2,1,557
83,Puebla,41,Male,Apr 21,1,1,29
84,Puebla,65,Female,Apr 21,3,0,280
85,Puebla,36,Male,Apr 21,2,1,396
86,Puebla,26,Female,Apr 21,2,1,194
87,Puebla,48,Male,Apr 21,3,1,316
88,Guadalajara,36,Female,Apr 21,3,1,523
89,Leon,64,Female,Apr 21,1,1,223
90,Puebla,50,Male,Apr 21,2,1,271
91,Leon,37,Female,Apr 21,3,0,92
92,Monterrey,29,Female,Apr 21,1,1,272
93,Puebla,25,Female,Apr 21,2,1,598
94,Guadalajara,65,Female,Apr 21,1,1,97
95,Monterrey,36,Female,Apr 21,1,0,77
96,Leon,33,Male,Apr 21,1,1,127
97,Monterrey,32,Male,Apr 21,3,1,721
98,Leon,26,Female,Apr 21,2,1,541
99,Leon,32,Male,Apr 21,1,0,48
100,Guadalajara,23,Female,Apr 21,7,1,1117
101,Monterrey,23,Female,Apr 21,5,1,729
102,Leon,53,Male,Apr 21,5,1,636
103,Leon,39,Male,Apr 21,7,1,558
104,Puebla,26,Female,Apr 21,6,1,1779
105,Monterrey,45,Male,Apr 21,4,1,703
106,Guadalajara,38,Male,Apr 21,4,1,910
107,Puebla,40,Male,Apr 21,7,1,1411
108,Puebla,54,Female,Apr 21,7,1,2084
109,Leon,50,Male,Apr 21,7,1,1485
110,Leon,47,Male,Apr 21,5,1,515
111,Guadalajara,46,Female,Apr 21,5,1,667
112,Monterrey,41,Female,Apr 21,6,1,186
113,Monterrey,33,Female,Apr 21,7,1,483
114,Monterrey,37,Male,Apr 21,6,1,551
115,Puebla,24,Female,Apr 21,5,1,1435
116,Guadalajara,37,Male,Apr 21,7,1,628
117,Guadalajara,49,Male,Apr 21,6,1,873
118,Guadalajara,41,Male,Apr 21,4,1,123
119,Leon,20,Female,Apr 21,5,1,408
120,Guadalajara,39,Female,Apr 21,7,1,989
121,Monterrey,42,Female,Apr 21,7,1,2043
122,Leon,20,Female,Apr 21,6,1,1069
123,Monterrey,38,Male,Apr 21,4,1,112
124,Leon,41,Female,Apr 21,5,1,874
125,Puebla,40,Male,Apr 21,5,1,793
126,Guadalajara,52,Male,Apr 21,4,1,1139
127,Monterrey,32,Male,Apr 21,6,1,657
128,Leon,34,Male,Apr 21,2,1,493
129,Monterrey,32,Male,Apr 21,4,0,218
130,Leon,38,Male,Apr 21,2,1,424
131,Monterrey,38,Male,Apr 21,0,0,0
132,Puebla,44,Male,Apr 21,2,1,457
133,Leon,29,Male,Apr 21,1,1,101
134,Guadalajara,49,Male,Apr 21,3,1,520
135,Puebla,48,Male,Apr 21,3,1,114
136,Puebla,48,Male,Apr 21,2,1,60
137,Guadalajara,33,Male,Apr 21,1,1,167
138,Puebla,38,Male,Apr 21,2,1,577
139,Monterrey,36,Male,Apr 21,4,1,982
140,Puebla,37,Male,Apr 21,0,0,0
141,Puebla,48,Male,Apr 21,3,1,662
142,Guadalajara,36,Male,Apr 21,2,1,286
143,Puebla,48,Male,Apr 21,0,0,0
144,Guadalajara,34,Male,Apr 21,0,0,0
145,Leon,32,Male,Apr 21,4,1,110
146,Leon,39,Male,Apr 21,3,1,790
147,Monterrey,51,Male,Apr 21,2,1,259
148,Leon,52,Male,Apr 21,1,1,118
149,Monterrey,32,Male,Apr 21,3,1,124
150,Puebla,54,Male,Apr 21,4,1,413
151,Monterrey,38,Male,Apr 21,3,1,413
152,Puebla,38,Female,Apr 21,2,1,573
153,Monterrey,31,Female,Apr 21,1,1,115
154,Guadalajara,33,Female,Apr 21,2,1,173
155,Puebla,21,Female,Apr 21,3,1,898
156,Monterrey,31,Female,Apr 21,3,1,770
157,Guadalajara,38,Female,Apr 21,3,1,484
158,Leon,21,Female,Apr 21,4,1,247
159,Monterrey,30,Female,Apr 21,2,1,105
160,Puebla,40,Female,Apr 21,1,1,223
161,Guadalajara,42,Female,Apr 21,1,1,102
162,Puebla,31,Female,Apr 21,4,1,950
163,Monterrey,36,Female,Apr 21,2,1,544
164,Guadalajara,35,Male,Apr 21,4,1,357
165,Guadalajara,39,Male,Apr 21,0,0,0
166,Guadalajara,42,Male,Apr 21,2,1,548
167,Leon,35,Female,Apr 21,2,1,66
168,Puebla,27,Female,Apr 21,3,1,479
169,Monterrey,27,Female,Apr 21,0,0,0
170,Leon,24,Female,Apr 21,3,1,196
171,Monterrey,38,Male,Apr 21,1,1,44
172,Monterrey,45,Male,Apr 21,0,0,0
173,Leon,20,Female,Apr 21,2,1,536
174,Puebla,40,Male,Apr 21,4,1,448
175,Puebla,29,Female,Apr 21,3,1,297
176,Guadalajara,29,Female,Apr 21,2,1,64
177,Leon,39,Male,Apr 21,4,1,193
178,Leon,37,Female,Apr 21,4,1,195
179,Monterrey,49,Male,Apr 21,2,1,463
180,Puebla,51,Male,Apr 21,2,1,390
181,Leon,53,Male,Apr 21,1,1,163
182,Leon,30,Female,Apr 21,1,1,266
183,Leon,48,Male,Apr 21,0,0,0
184,Monterrey,43,Male,Apr 21,4,1,426
185,Guadalajara,35,Female,Apr 21,1,1,192
186,Guadalajara,25,Male,Apr 21,0,0,0
187,Puebla,40,Female,Apr 21,4,1,324
188,Puebla,53,Male,Apr 21,0,0,0
189,Guadalajara,41,Female,Apr 21,4,1,365
190,Monterrey,52,Male,Apr 21,3,1,207
191,Guadalajara,44,Female,Apr 21,4,1,188
192,Guadalajara,40,Male,Apr 21,0,0,0
193,Leon,36,Female,Apr 21,0,0,0
194,Leon,33,Male,Apr 21,1,0,157
195,Puebla,47,Male,Apr 21,3,1,618
196,Puebla,21,Female,Apr 21,1,0,268
197,Leon,32,Male,Apr 21,4,1,1071
198,Puebla,26,Female,Apr 21,1,1,65
199,Leon,34,Female,Apr 21,0,0,0
200,Guadalajara,42,Female,Apr 21,1,0,17
201,Leon,20,Female,Apr 21,3,1,300
202,Guadalajara,41,Female,Apr 21,3,1,327
203,Monterrey,48,Male,Apr 21,3,1,283
204,Puebla,43,Male,Apr 21,2,1,288
205,Leon,39,Male,Apr 21,2,1,497
206,Monterrey,50,Female,Apr 21,2,1,41
207,Puebla,35,Male,Apr 21,4,1,907
208,Monterrey,26,Female,Apr 21,1,1,199
209,Guadalajara,46,Male,Apr 21,0,0,0
210,Puebla,23,Male,Apr 21,0,0,0
211,Guadalajara,47,Male,Apr 21,2,1,422
212,Puebla,20,Female,Apr 21,1,1,15
213,Leon,33,Male,Apr 21,3,1,610
214,Guadalajara,23,Female,Apr 21,1,0,92
215,Puebla,26,Female,Apr 21,2,0,567
216,Guadalajara,39,Female,Apr 21,0,0,0
217,Puebla,37,Female,Apr 21,0,0,0
218,Guadalajara,24,Female,Apr 21,4,1,117
219,Guadalajara,33,Female,Apr 21,2,1,487
220,Leon,34,Female,Apr 21,4,1,390
221,Puebla,29,Male,Apr 21,1,1,58
222,Monterrey,37,Male,Apr 21,0,0,0
223,Monterrey,23,Female,Apr 21,3,1,556
224,Leon,35,Male,Apr 21,1,1,275
225,Monterrey,54,Male,Apr 21,3,1,816
226,Monterrey,46,Male,Apr 21,2,1,48
227,Leon,35,Male,Apr 21,2,1,104
228,Leon,20,Female,Apr 21,4,1,716
229,Monterrey,30,Male,Apr 21,4,0,960
230,Puebla,52,Male,Apr 21,3,1,135
231,Puebla,24,Female,Apr 21,2,1,422
232,Leon,30,Female,Apr 21,3,0,730
233,Leon,23,Female,Apr 21,0,0,0
234,Monterrey,30,Female,Apr 21,2,1,252
235,Monterrey,51,Male,Apr 21,4,1,898
236,Guadalajara,43,Female,Apr 21,0,0,0
237,Monterrey,42,Male,Apr 21,1,1,187
238,Guadalajara,46,Male,Apr 21,4,1,176
239,Monterrey,49,Male,Apr 21,0,0,0
240,Leon,40,Female,Apr 21,2,1,496
241,Monterrey,33,Female,Apr 21,1,1,130
242,Guadalajara,36,Male,Apr 21,2,1,444
243,Guadalajara,47,Female,Apr 21,3,0,403
244,Monterrey,46,Male,Apr 21,1,1,193
245,Guadalajara,33,Male,Apr 21,0,0,0
246,Puebla,41,Male,Apr 21,2,1,527
247,Puebla,26,Male,Apr 21,2,1,553
248,Guadalajara,32,Male,Apr 21,1,1,196
249,Guadalajara,50,Male,Apr 21,1,1,134
250,Puebla,54,Male,Apr 21,3,1,190
251,Puebla,42,Male,Apr 21,2,1,460
252,Leon,55,Male,Apr 21,0,0,0
253,Monterrey,33,Male,Apr 21,3,1,137
254,Monterrey,32,Male,Apr 21,3,0,516
255,Puebla,51,Male,Apr 21,2,1,314
256,Guadalajara,26,Female,Apr 21,0,0,0
257,Leon,43,Male,Apr 21,0,0,0
258,Monterrey,33,Male,Apr 21,1,1,262
259,Leon,43,Male,Apr 21,4,1,305
260,Puebla,36,Male,Apr 21,1,1,57
261,Puebla,46,Male,Apr 21,0,0,0
262,Guadalajara,40,Female,Apr 21,3,1,627
263,Guadalajara,26,Female,Apr 21,3,1,572
264,Leon,39,Female,Apr 21,1,1,65
265,Guadalajara,49,Male,Apr 21,3,1,296
266,Leon,39,Female,Apr 21,2,1,541
267,Monterrey,43,Male,Apr 21,4,1,922
268,Leon,25,Female,Apr 21,4,1,754
269,Guadalajara,35,Female,Apr 21,3,0,350
270,Leon,34,Female,Apr 21,3,0,655
271,Monterrey,25,Female,Apr 21,4,1,440
272,Leon,42,Male,Apr 21,4,1,1022
273,Leon,34,Female,Apr 21,3,1,589
274,Guadalajara,33,Female,Apr 21,2,1,399
275,Puebla,26,Male,Apr 21,4,1,781
276,Monterrey,48,Male,Apr 21,2,1,207
277,Puebla,34,Female,Apr 21,1,1,35
278,Leon,20,Female,Apr 21,1,1,269
279,Leon,41,Male,Apr 21,3,1,305
280,Leon,42,Female,Apr 21,3,1,521
281,Leon,33,Female,Apr 21,1,1,271
282,Guadalajara,47,Male,Apr 21,5,1,807
283,Guadalajara,29,Female,Apr 21,6,1,124
284,Guadalajara,25,Female,Apr 21,6,1,1691
285,Guadalajara,30,Male,Apr 21,3,1,466
286,Puebla,43,Male,Apr 21,6,1,1223
287,Guadalajara,33,Male,Apr 21,6,1,747
288,Puebla,36,Male,Apr 21,6,1,369
289,Guadalajara,27,Female,Apr 21,4,1,1180
290,Guadalajara,54,Male,Apr 21,2,1,320
291,Guadalajara,33,Male,Apr 21,3,1,442
292,Puebla,22,Female,Apr 21,6,1,805
293,Monterrey,48,Male,Apr 21,3,1,298
294,Monterrey,46,Male,Apr 21,6,1,594
295,Guadalajara,44,Male,Apr 21,3,1,302
296,Leon,27,Male,Apr 21,4,1,1192
297,Leon,20,Female,Apr 21,2,0,431
298,Leon,35,Female,Apr 21,4,1,288
299,Leon,25,Female,Apr 21,6,1,1521
300,Guadalajara,52,Male,Apr 21,4,1,886
301,Guadalajara,50,Male,Apr 21,2,1,557
302,Guadalajara,40,Male,Apr 21,4,1,131
303,Puebla,33,Female,Apr 21,2,1,186
304,Monterrey,44,Male,Apr 21,5,1,260
305,Guadalajara,28,Female,Apr 21,2,1,265
306,Leon,44,Male,Apr 21,5,1,833
307,Puebla,20,Female,Apr 21,3,1,681
308,Monterrey,38,Male,Apr 21,2,1,239
309,Puebla,20,Female,Apr 21,3,1,889
310,Monterrey,33,Male,Apr 21,2,1,564
311,Leon,29,Male,Apr 21,6,1,791
312,Puebla,39,Male,Apr 21,3,0,309
313,Monterrey,48,Male,Apr 21,5,1,358
314,Puebla,20,Female,Apr 21,4,0,1168
315,Guadalajara,25,Male,Apr 21,6,1,1026
316,Leon,34,Male,Apr 21,4,1,910
317,Monterrey,25,Female,Apr 21,6,1,294
318,Guadalajara,53,Male,Apr 21,6,1,937
319,Leon,29,Male,Apr 21,4,1,368
320,Monterrey,36,Female,Apr 21,4,1,1054
321,Guadalajara,37,Female,Apr 21,5,1,1214
322,Leon,41,Female,Apr 21,6,1,584
323,Puebla,34,Male,Apr 21,2,1,204
324,Guadalajara,23,Female,Apr 21,5,1,988
325,Guadalajara,39,Male,Apr 21,4,1,1065
326,Monterrey,38,Female,Apr 21,4,1,474
327,Leon,53,Male,Apr 21,3,1,657
328,Leon,36,Male,Apr 21,5,1,1271
329,Leon,21,Female,Apr 21,2,1,422
330,Leon,22,Female,Apr 21,6,1,482
331,Monterrey,45,Male,Apr 21,3,1,246
332,Puebla,36,Male,Apr 21,6,1,1045
333,Leon,38,Female,Apr 21,6,1,104
334,Puebla,22,Female,Apr 21,2,1,490
335,Puebla,41,Female,Apr 21,6,1,1190
336,Leon,53,Male,Apr 21,5,1,1276
337,Leon,50,Male,Apr 21,5,1,282
338,Leon,34,Female,Apr 21,3,0,557
339,Leon,41,Female,Apr 21,2,1,450
340,Monterrey,37,Female,Apr 21,3,1,571
341,Monterrey,48,Male,Apr 21,3,0,610
342,Monterrey,33,Female,Apr 21,5,1,775
343,Leon,23,Female,Apr 21,3,1,201
344,Monterrey,48,Male,Apr 21,6,1,975
345,Leon,50,Male,Apr 21,6,1,449
346,Monterrey,32,Female,Apr 21,6,0,456
347,Leon,38,Male,Apr 21,5,1,713
348,Leon,53,Male,Apr 21,6,0,95
349,Puebla,40,Male,Apr 21,6,1,261
350,Leon,48,Male,Apr 21,5,1,717
351,Monterrey,38,Female,Apr 21,5,1,1100
352,Leon,42,Female,Apr 21,5,1,211
353,Monterrey,39,Male,Apr 21,4,1,495
354,Leon,41,Female,Apr 21,6,1,208
355,Puebla,39,Female,Apr 21,4,1,107
356,Monterrey,35,Female,Apr 21,4,0,417
357,Monterrey,42,Male,Apr 21,6,1,999
358,Leon,34,Male,Apr 21,3,0,519
359,Monterrey,31,Female,Apr 21,2,1,574
360,Monterrey,34,Female,Apr 21,6,1,311
361,Leon,36,Male,Apr 21,5,1,505
362,Puebla,42,Male,Apr 21,6,1,651
363,Puebla,32,Male,Apr 21,4,1,104
364,Monterrey,53,Male,Apr 21,2,1,240
365,Leon,53,Male,Apr 21,2,1,515
366,Monterrey,53,Female,Apr 21,4,1,1189
367,Monterrey,53,Female,Apr 21,3,1,230
368,Leon,38,Female,Apr 21,6,0,359
369,Leon,36,Male,Apr 21,3,1,782
370,Monterrey,23,Female,Apr 21,6,1,1114
371,Puebla,37,Male,Apr 21,2,1,371
372,Monterrey,38,Female,Apr 21,5,1,1113
373,Monterrey,51,Male,Apr 21,2,1,155
374,Puebla,35,Female,Apr 21,2,1,79
375,Puebla,31,Female,Apr 21,4,1,738
376,Monterrey,24,Female,Apr 21,2,1,395
377,Monterrey,55,Female,Apr 21,5,1,638
378,Puebla,37,Male,Apr 21,6,0,1616
379,Monterrey,49,Male,Apr 21,3,1,576
380,Monterrey,28,Female,Apr 21,3,1,305
381,Puebla,41,Female,Apr 21,3,1,179
382,Monterrey,55,Male,Apr 21,3,0,749
383,Monterrey,37,Male,Apr 21,6,1,130
384,Monterrey,39,Male,Apr 21,6,1,105
385,Monterrey,51,Female,Apr 21,5,1,973
386,Puebla,35,Female,Apr 21,2,1,554
387,Puebla,54,Female,Apr 21,5,1,911
388,Puebla,58,Male,Apr 21,4,1,1178
389,Monterrey,29,Female,Apr 21,3,1,576
390,Monterrey,42,Female,Apr 21,5,1,677
391,Puebla,41,Male,Apr 21,3,1,67
392,Monterrey,50,Male,Apr 21,5,1,1066
393,Puebla,33,Female,Apr 21,6,1,389
394,Monterrey,29,Female,Apr 21,3,0,209
395,Monterrey,33,Female,Apr 21,6,1,245
396,Monterrey,50,Male,Apr 21,6,1,944
397,Puebla,31,Female,Apr 21,5,1,529
398,Puebla,54,Female,Apr 21,4,0,1008
399,Monterrey,50,Male,Apr 21,2,1,193
400,Monterrey,48,Male,Apr 21,3,1,485
401,Puebla,55,Male,Apr 21,2,0,276
402,Monterrey,35,Female,Apr 21,5,1,642
403,Puebla,40,Male,Apr 21,1,1,242
404,Puebla,24,Female,Apr 21,0,0,0
405,Puebla,35,Female,Apr 21,1,0,265
406,Monterrey,35,Female,Apr 21,0,0,0
407,Monterrey,48,Male,Apr 21,1,1,145
408,Puebla,56,Male,Apr 21,1,1,56
409,Monterrey,42,Male,Apr 21,2,0,497
410,Monterrey,35,Female,Apr 21,3,1,567
411,Puebla,53,Female,Apr 21,1,1,128
412,Puebla,58,Female,Apr 21,0,0,0
413,Puebla,26,Female,Apr 21,2,1,42
414,Puebla,42,Male,Apr 21,2,1,158
415,Monterrey,31,Female,Apr 21,0,0,0
416,Puebla,46,Male,Apr 21,2,1,136
417,Monterrey,44,Male,Apr 21,0,0,0
418,Puebla,42,Female,Apr 21,2,1,31
419,Puebla,40,Male,Apr 21,0,0,0
420,Monterrey,50,Male,Apr 21,3,1,184
421,Puebla,25,Female,Apr 21,3,1,570
422,Monterrey,40,Female,Apr 21,1,1,273
423,Monterrey,43,Male,Apr 21,1,1,295
424,Monterrey,39,Male,Apr 21,0,0,0
425,Monterrey,29,Female,Apr 21,0,0,0
426,Monterrey,35,Female,Apr 21,2,1,485
427,Monterrey,52,Male,Apr 21,1,1,297
428,Puebla,26,Female,Apr 21,0,0,0
429,Puebla,37,Male,Apr 21,2,0,44
430,Monterrey,33,Female,Apr 21,3,1,829
431,Monterrey,32,Male,Apr 21,2,1,50
432,Puebla,35,Female,Apr 21,2,1,307
433,Monterrey,37,Female,Apr 21,3,1,209
434,Monterrey,35,Male,Apr 21,2,1,261
435,Monterrey,34,Male,Apr 21,3,1,62
436,Puebla,40,Male,Apr 21,1,1,28
437,Puebla,43,Male,Apr 21,3,1,691
438,Puebla,30,Female,Apr 21,2,1,139
439,Puebla,34,Male,Apr 21,2,1,521
440,Monterrey,28,Female,Apr 21,0,0,0
441,Puebla,33,Female,Apr 21,1,1,60
442,Puebla,36,Female,Apr 21,3,1,795
443,Puebla,36,Female,Apr 21,0,0,0
444,Monterrey,37,Male,Apr 21,1,0,116
445,Monterrey,55,Male,Apr 21,1,1,124
446,Puebla,30,Female,Apr 21,2,1,224
447,Puebla,46,Male,Apr 21,0,0,0
448,Monterrey,34,Male,Apr 21,1,1,17
449,Puebla,32,Male,Apr 21,3,1,656
450,Puebla,39,Female,Apr 21,0,0,0
451,Monterrey,37,Female,Apr 21,3,1,76
452,Puebla,50,Male,Apr 21,1,1,288
453,Monterrey,28,Female,Apr 21,0,0,0
454,Monterrey,39,Female,Apr 21,3,1,612
455,Puebla,50,Female,Apr 21,3,1,798
456,Monterrey,47,Male,Apr 21,0,0,0
457,Puebla,50,Male,Apr 21,0,0,0
458,Puebla,25,Female,Apr 21,1,1,48
459,Monterrey,26,Female,Apr 21,2,1,392
460,Puebla,51,Male,Apr 21,0,0,0
461,Monterrey,27,Male,Apr 21,3,1,300
462,Puebla,31,Female,Apr 21,1,1,130
463,Monterrey,53,Male,Apr 21,1,1,264
464,Puebla,30,Female,Apr 21,1,1,180
465,Puebla,34,Female,Apr 21,2,1,519
466,Monterrey,42,Female,Apr 21,0,0,0
467,Puebla,28,Female,Apr 21,3,1,165
468,Puebla,39,Male,Apr 21,1,1,158
469,Puebla,29,Male,Apr 21,3,1,73
470,Puebla,47,Male,Apr 21,0,0,0
471,Monterrey,40,Female,Apr 21,0,0,0
472,Monterrey,57,Male,Apr 21,1,1,228
473,Monterrey,36,Female,Apr 21,0,0,0
474,Monterrey,50,Female,Apr 21,0,0,0
475,Puebla,28,Female,Apr 21,1,1,288
476,Puebla,25,Female,Apr 21,2,1,338
477,Monterrey,52,Female,Apr 21,1,1,122
478,Puebla,34,Female,Apr 21,2,1,396
479,Monterrey,41,Female,Apr 21,1,0,245
480,Puebla,49,Female,Apr 21,3,1,792
481,Puebla,34,Female,Apr 21,0,0,0
482,Puebla,33,Female,Apr 21,0,0,0
483,Monterrey,42,Female,Apr 21,1,1,229
484,Monterrey,38,Female,Apr 21,1,1,173
485,Monterrey,36,Male,Apr 21,0,0,0
486,Puebla,34,Male,Apr 21,2,1,258
487,Monterrey,36,Male,Apr 21,1,1,266
488,Puebla,52,Male,Apr 21,3,1,305
489,Monterrey,43,Male,Apr 21,2,1,184
490,Puebla,27,Female,Apr 21,2,1,294
491,Monterrey,48,Male,Apr 21,2,1,250
492,Monterrey,27,Female,Apr 21,1,0,233
493,Monterrey,44,Male,Apr 21,0,0,0
494,Puebla,49,Male,Apr 21,3,1,667
495,Monterrey,43,Male,Apr 21,1,1,170
496,Monterrey,40,Female,Apr 21,2,1,176
497,Monterrey,37,Male,Apr 21,3,1,567
498,Puebla,50,Male,Apr 21,2,0,415
499,Monterrey,39,Male,Apr 21,3,1,701
500,Puebla,42,Male,Apr 21,1,1,184
